,first 1000 eigenvalues
923,(405.94549981468793+0j)
924,(405.59863256867345+0j)
925,(405.2734069330919+0j)
926,(404.9377916288482+0j)
927,(404.29649961994784+0j)
928,(404.14929757764634+0j)
929,(403.65312895043587+0j)
930,(403.47075735389467+0j)
931,(403.1506309353865+0j)
932,(403.01447932651075+0j)
933,(402.3905381621267+0j)
934,(402.22759776005756+0j)
935,(401.6936347076028+0j)
936,(401.21988458086906+0j)
937,(400.95687660958436+0j)
938,(400.88488284823603+0j)
939,(400.41393076430063+0j)
940,(400.0185178079741+0j)
941,(399.7609473582359+0j)
942,(399.6222524047243+0j)
943,(399.23320367297134+0j)
944,(398.9304535690794+0j)
945,(398.5378001167417+0j)
946,(398.2012738090734+0j)
947,(397.9083082013732+0j)
948,(397.37505252480395+0j)
949,(396.74973444289355+0j)
950,(396.5207156928309+0j)
951,(396.28570178904863+0j)
952,(395.7690516943649+0j)
953,(395.7091614105595+0j)
954,(395.28979020885447+0j)
955,(394.77605809138305+0j)
956,(394.65280380883917+0j)
957,(394.11955622801577+0j)
958,(394.0494347382684+0j)
959,(393.8753523800662+0j)
960,(393.26877935388444+0j)
961,(392.7359720632431+0j)
962,(392.62002124249574+0j)
963,(391.94011541514726+0j)
964,(391.7303476266895+0j)
965,(391.57321906876626+0j)
966,(391.1639173983123+0j)
967,(391.1251722611431+0j)
968,(390.3558035960806+0j)
969,(389.9769708380822+0j)
970,(389.78257997730265+0j)
971,(389.55987279146285+0j)
972,(389.395090697038+0j)
973,(389.1566096154715+0j)
974,(388.7489770371762+0j)
975,(388.35002904251036+0j)
976,(388.2661850518727+0j)
977,(387.8013950022852+0j)
978,(387.1563883315588+0j)
979,(386.7514927771167+0j)
980,(386.20910279867826+0j)
981,(386.02406368403865+0j)
982,(385.8840376222408+0j)
983,(385.4148174003145+0j)
984,(384.9715940158622+0j)
985,(384.52779782747206+0j)
986,(384.4110691387866+0j)
987,(383.8885366327586+0j)
988,(383.84632016185617+0j)
989,(383.5538635403273+0j)
990,(383.24502244153257+0j)
991,(382.79151279340346+0j)
992,(382.47100213430565+0j)
993,(382.303002568354+0j)
994,(381.95667711271005+0j)
995,(381.6649267036379+0j)
996,(381.10360359363443+0j)
997,(380.6950622167011+0j)
998,(380.358353188772+0j)
999,(380.1217023636658+0j)
